id,cancellation_policy,host_has_profile_pic,host_identity_verified,host_response_rate,host_since
3068109,flexible,t,f,0%,4/2/14
5999400,strict,t,t,100%,8/29/11
17461475,strict,t,t,0%,7/20/13
12410264,strict,t,t,100%,6/18/15
13997379,strict,t,f,95%,3/23/15
4721420,flexible,t,f,0%,4/19/09
16258036,flexible,t,t,0%,6/18/13
1614830,flexible,t,f,100%,8/6/16
732944,flexible,t,f,0%,9/30/17
8284633,strict,t,f,0%,6/4/15
17761961,flexible,t,f,100%,6/19/14
15147053,flexible,t,f,100%,9/7/17
18942735,moderate,t,f,100%,8/26/15
305245,flexible,t,t,100%,10/22/13
13359798,strict,t,t,60%,6/11/12
16390897,strict,t,f,100%,9/14/16
16813891,strict,t,t,100%,5/25/15
11546462,strict,t,t,99%,4/7/12
16390636,strict,t,t,86%,3/5/14
2284440,flexible,t,t,100%,10/11/16
17157438,flexible,t,t,100%,6/3/13
16470381,strict,t,t,100%,10/6/15
8475974,flexible,t,t,0%,4/16/14
21153966,flexible,t,t,100%,4/3/14
2898745,strict,t,t,100%,3/19/14
12286161,strict,t,t,100%,6/22/14
13175429,strict,t,f,0%,10/15/14
15518165,strict,t,t,100%,1/19/15
11791968,flexible,t,f,33%,6/8/16
7452230,moderate,t,f,100%,12/1/16
14685766,flexible,t,f,0%,1/9/12
822313,moderate,t,t,100%,8/21/15
9215842,moderate,t,f,100%,9/20/15
13802195,flexible,t,t,100%,11/29/16
13754002,flexible,t,f,0%,1/1/15
16490625,moderate,t,f,65%,12/11/13
6157233,flexible,t,t,100%,5/5/14
7804659,moderate,t,t,93%,9/2/14
7418142,strict,t,t,100%,1/11/14
11104122,strict,t,t,0%,9/23/11
8741492,flexible,t,t,100%,7/16/15
20139125,moderate,t,f,89%,7/18/16
17587872,strict,t,t,0%,11/3/10
11453029,strict,t,f,100%,11/29/12
7092292,flexible,t,t,67%,11/16/11
18042195,strict,t,f,100%,8/27/10
16740225,strict,t,f,100%,12/19/13
19552922,moderate,t,t,100%,5/28/14
10906891,flexible,t,f,100%,8/29/17
5318206,moderate,t,t,0%,10/31/15
6403198,strict,t,f,100%,4/21/16
5075412,strict,t,t,100%,3/26/15
8505035,strict,t,t,100%,6/5/14
8340381,strict,t,t,100%,8/30/14
20901820,strict,t,t,100%,5/2/16
8398566,flexible,t,f,0%,4/17/15
9677034,moderate,t,t,100%,2/14/14
12221723,moderate,t,t,0%,7/31/15
19018579,strict,t,t,100%,6/13/13
14154393,flexible,t,t,0%,9/4/15
3585309,flexible,t,t,100%,8/22/11
16071921,flexible,t,f,100%,9/23/16
6038392,flexible,t,t,67%,7/30/13
19266676,moderate,t,t,100%,5/17/12
8151519,strict,t,t,100%,2/26/13
17152472,strict,t,t,100%,11/12/11
4833671,moderate,t,t,100%,3/9/11
9132956,moderate,t,t,0%,3/26/15
17666562,moderate,t,t,100%,10/31/12
17833502,strict,t,t,100%,12/17/12
4956896,strict,t,t,100%,8/18/14
20875310,moderate,t,f,0%,2/6/17
16346909,strict,t,f,0%,12/12/16
21127261,flexible,t,t,0%,3/2/14
15675261,moderate,t,t,100%,10/13/11
1709874,strict,t,t,100%,4/7/12
14984264,flexible,t,t,100%,10/31/16
9627500,strict,t,f,100%,4/12/15
13881481,flexible,t,t,0%,8/1/13
17930505,flexible,t,t,100%,11/22/15
17346704,moderate,t,f,100%,7/22/15
16241135,strict,t,t,100%,8/6/13
19928741,moderate,t,t,90%,4/14/14
4190301,strict,t,t,0%,3/28/13
9382195,strict,t,t,100%,7/22/14
4257685,moderate,t,t,100%,1/28/15
17795412,flexible,t,f,100%,1/27/17
3303849,strict,t,t,100%,12/6/14
7024670,flexible,t,t,100%,3/28/13
4421458,strict,t,t,100%,7/20/12
17299278,flexible,t,t,100%,11/29/13
14491416,moderate,t,t,0%,12/19/10
9513686,moderate,t,f,100%,4/17/17
12814447,flexible,t,t,0%,4/7/13
3916111,moderate,t,t,100%,3/13/13
17536953,flexible,t,t,0%,10/23/14
17545953,strict,t,t,100%,3/7/16
6940108,moderate,t,t,100%,7/30/11
15924565,moderate,t,t,100%,5/13/10
17763769,strict,t,t,100%,8/30/13
5773106,strict,t,t,50%,6/5/15
21024792,strict,t,t,100%,10/27/12
16172498,flexible,t,t,100%,5/2/16
16299489,flexible,t,t,100%,8/12/13
16164613,moderate,t,t,100%,10/16/13
11712306,strict,t,t,100%,6/22/15
13055856,flexible,t,t,70%,1/29/10
13687101,moderate,t,t,100%,5/21/15
4661760,moderate,f,f,100%,2/24/17
9769331,moderate,t,t,100%,10/27/13
2277178,strict,t,t,0%,1/11/10
10067154,strict,t,t,100%,8/7/13
15479598,flexible,t,t,70%,8/1/16
18328209,moderate,t,t,100%,4/15/11
2180648,moderate,t,t,100%,9/6/11
20852769,flexible,t,f,100%,2/18/14
8539318,flexible,t,t,100%,2/6/12
16434745,strict,t,t,92%,11/7/12
2558409,strict,t,t,100%,11/13/16
3120624,flexible,t,f,100%,8/27/17
12145578,flexible,t,f,100%,4/6/17
2070612,strict,t,t,100%,4/14/13
12436517,moderate,t,f,100%,7/21/17
14823526,moderate,t,t,100%,6/3/15
8593656,strict,t,t,100%,6/3/11
8717008,strict,t,t,100%,11/17/16
3231409,moderate,t,t,100%,3/31/14
3441311,strict,t,t,100%,3/14/16
14687868,strict,t,f,0%,5/13/15
11436132,flexible,t,f,0%,12/24/16
18473958,strict,t,f,100%,5/12/12
9219613,moderate,t,f,100%,5/9/15
10084168,moderate,t,t,100%,5/14/16
15658379,strict,t,f,75%,6/21/16
17973572,moderate,t,t,100%,2/5/13
296844,strict,t,t,94%,1/17/13
2166428,moderate,t,f,100%,4/19/17
17406465,strict,t,t,100%,8/27/13
1789045,strict,t,t,100%,7/6/15
13684502,flexible,t,t,0%,6/17/14
17301466,moderate,t,t,100%,8/21/15
5144164,strict,t,t,100%,9/18/10
11529762,strict,t,t,100%,6/15/14
157673,flexible,t,t,0%,6/21/10
975672,moderate,t,f,100%,11/15/12
12390684,strict,t,t,100%,7/1/14
12842613,flexible,t,t,100%,1/19/14
20234102,strict,t,t,0%,6/23/15
13592245,strict,t,t,0%,10/2/13
3262930,moderate,f,f,0%,1/28/14
8453546,flexible,t,t,100%,10/12/14
17251353,flexible,t,f,0%,11/24/14
13443794,flexible,t,t,100%,5/2/15
14183900,moderate,t,t,100%,12/16/13
19019919,moderate,t,t,95%,10/31/11
1645667,flexible,t,t,0%,3/15/13
12227645,flexible,t,t,0%,9/2/13
21165010,strict,t,f,100%,5/4/16
6698326,flexible,t,f,100%,3/19/14
14251275,strict,t,t,0%,6/21/11
10883053,strict,t,t,100%,8/7/14
13680874,strict,t,t,100%,6/11/13
17284319,flexible,t,t,0%,5/18/13
9588831,moderate,t,t,100%,2/10/14
3463475,flexible,t,t,100%,6/6/15
13788749,moderate,t,t,100%,7/22/15
4424511,strict,t,t,0%,4/21/13
10108537,moderate,t,t,100%,1/6/14
20653657,strict,t,f,71%,6/4/12
13955829,strict,t,t,97%,9/21/14
17494909,strict,t,t,0%,4/19/14
14539216,moderate,t,f,90%,11/22/16
8054277,strict,t,t,100%,8/2/11
13208614,flexible,t,t,100%,3/7/17
301994,strict,t,t,100%,10/26/11
4784037,moderate,t,t,0%,6/28/13
13209514,strict,t,t,100%,9/14/12
3090474,strict,t,t,0%,11/19/11
20230778,strict,t,t,0%,10/10/14
5457251,flexible,t,f,92%,8/7/17
14577780,strict,t,t,100%,8/29/15
16645828,strict,t,t,100%,3/3/11
17023686,strict,t,t,100%,1/2/13
6680201,flexible,t,f,100%,7/1/17
4566972,flexible,t,f,0%,1/4/16
9395119,flexible,t,t,90%,4/15/11
17414874,flexible,t,t,0%,10/22/13
12114394,strict,t,f,100%,8/10/17
18135992,moderate,t,t,100%,12/10/11
3692566,moderate,t,t,0%,1/21/16
14716281,moderate,t,f,100%,8/10/15
20455984,strict,t,t,0%,7/30/15
19436602,moderate,t,f,0%,5/31/13
669972,moderate,t,t,100%,4/26/15
6066863,flexible,t,f,0%,6/7/13
19415743,flexible,t,t,0%,1/25/15
19810585,flexible,t,t,100%,11/16/09
9670233,moderate,t,t,100%,4/1/14
15632392,moderate,t,t,100%,4/6/15
7112429,moderate,t,t,100%,9/19/12
16111399,flexible,t,t,0%,8/6/15
17510648,strict,t,t,100%,7/29/14
6847631,moderate,t,t,100%,11/14/14
4423408,strict,t,t,100%,7/21/15
13856304,strict,t,f,100%,7/30/13
18612707,flexible,t,t,0%,4/9/13
6524647,moderate,t,f,0%,10/7/13
18484976,moderate,t,t,87%,6/17/12
13479621,strict,t,f,100%,5/27/15
7092618,strict,t,f,100%,3/31/17
10256767,strict,t,t,100%,5/20/13
20549411,strict,t,f,60%,5/12/15
18306713,strict,t,f,97%,8/7/11
16454916,strict,t,t,100%,2/5/15
262583,strict,t,t,100%,8/5/14
4026354,flexible,t,t,0%,11/12/15
10697785,strict,t,f,89%,4/8/15
15969097,moderate,t,t,94%,11/30/12
18314314,strict,t,t,100%,6/18/16
18248683,flexible,t,t,0%,9/15/14
9110425,moderate,t,f,100%,8/18/16
17463966,strict,t,t,100%,12/8/14
13701719,flexible,t,f,100%,10/11/15
20501071,flexible,t,t,0%,10/28/13
19721441,strict,t,f,100%,1/6/14
16481119,flexible,t,f,0%,10/29/15
13828725,strict,t,f,80%,3/5/13
1325473,moderate,t,t,100%,2/22/15
18959420,strict,t,f,100%,12/21/16
11733534,flexible,t,t,0%,10/25/15
18464330,flexible,t,f,100%,12/8/16
16758040,moderate,t,t,0%,10/20/09
15854065,flexible,t,f,0%,2/1/15
13814436,moderate,t,t,100%,11/2/14
5605969,flexible,t,t,0%,9/26/11
8326337,moderate,t,t,90%,8/18/15
441901,strict,t,f,100%,5/3/16
5057976,strict,t,t,100%,8/11/14
12253009,moderate,t,f,0%,4/27/16
616274,strict,t,t,100%,4/10/15
6524543,moderate,t,t,100%,5/30/12
4351704,moderate,t,f,100%,9/15/14
20928140,moderate,t,t,100%,7/26/13
5404201,moderate,t,t,100%,12/1/12
16736363,flexible,t,f,0%,9/7/15
19199747,strict,t,t,100%,7/11/12
11584490,flexible,t,t,0%,1/23/16
5051241,strict,t,t,100%,4/28/15
4333455,flexible,t,f,92%,3/12/17
5688839,strict,t,f,70%,11/27/16
17108224,moderate,t,t,94%,10/22/14
16597216,moderate,t,t,100%,3/9/16
21175160,moderate,t,f,100%,7/3/11
12970748,strict,t,f,86%,3/29/15
9153411,flexible,t,f,0%,6/19/15
5871900,flexible,t,f,100%,9/27/16
19544387,moderate,t,t,100%,6/18/16
17809067,strict,t,t,100%,10/14/12
3331453,moderate,t,f,100%,1/20/15
18273842,moderate,t,f,100%,3/12/17
10469962,moderate,t,t,100%,9/13/13
6825131,flexible,t,t,100%,2/25/14
16873128,moderate,t,t,100%,3/2/13
14404369,strict,t,t,100%,1/7/15
17558492,strict,t,t,100%,4/29/17
1624985,strict,t,t,100%,11/11/13
6926689,strict,t,t,100%,3/13/13
8340604,strict,t,f,90%,7/17/16
1101370,flexible,t,t,0%,9/20/16
277128,flexible,t,f,100%,4/12/15
7761377,flexible,t,f,100%,6/15/14
18062797,strict,t,t,100%,12/13/13
13589984,strict,t,t,98%,3/30/15
6150778,strict,t,t,100%,10/8/14
16652287,moderate,t,t,100%,4/16/13
10866319,flexible,t,t,0%,1/24/15
20934059,strict,t,t,100%,6/16/14
4846846,flexible,t,t,100%,8/13/16
14028494,strict,t,t,100%,9/9/14
10600032,strict,t,f,100%,8/30/16
15923366,moderate,t,t,100%,12/23/14
6413055,flexible,t,t,100%,11/27/15
6580431,flexible,t,t,100%,3/20/16
5561713,strict,t,t,100%,3/1/16
20851751,flexible,t,f,0%,12/4/15
17526388,flexible,t,f,0%,11/18/14
5603949,flexible,t,t,100%,9/13/11
5222426,strict,t,t,100%,8/12/16
14686852,moderate,t,t,100%,11/22/15
1995400,strict,t,t,100%,5/14/14
723867,flexible,t,f,100%,5/12/16
13166495,strict,t,t,0%,10/25/11
19915204,flexible,t,f,0%,5/23/14
17607909,moderate,t,t,0%,4/15/15
18613432,moderate,t,t,40%,7/2/14
9219569,moderate,t,f,100%,4/22/16
17930161,flexible,t,f,0%,1/18/16
11355757,flexible,t,f,54%,12/18/15
6424227,flexible,t,f,100%,9/5/16
13743786,flexible,t,f,0%,11/16/13
20815114,flexible,t,f,0%,1/2/16
6064250,strict,t,t,100%,4/5/12
20581903,strict,t,f,100%,12/19/15
13265704,strict,t,t,100%,6/3/12
13828701,moderate,t,t,100%,6/22/14
16050332,flexible,t,f,0%,1/6/17
10930079,strict,t,t,100%,2/12/15
1317908,strict,t,f,78%,11/28/16
18792346,flexible,t,t,0%,4/25/15
18385413,flexible,t,f,0%,4/6/14
4157122,moderate,t,f,100%,8/31/12
402182,flexible,t,t,100%,11/19/13
278090,moderate,t,t,100%,3/28/14
10365374,flexible,t,t,0%,2/8/14
5195568,strict,t,f,0%,11/27/16
808313,flexible,t,t,0%,3/4/14
8370508,flexible,t,f,70%,6/16/13
257601,strict,t,f,100%,7/25/16
19177986,flexible,t,t,0%,11/30/12
15006410,strict,t,t,90%,12/26/11
12148081,moderate,t,t,100%,12/27/15
9174612,flexible,t,t,75%,3/31/13
7087752,flexible,t,t,0%,2/4/16
10765065,flexible,t,t,100%,6/23/15
17340683,moderate,t,t,100%,2/1/14
13295386,strict,t,t,90%,11/29/16
492235,flexible,t,t,100%,10/13/15
17873248,moderate,t,t,90%,7/22/13
1271318,strict,t,f,100%,3/4/17
1024339,moderate,t,t,0%,4/19/11
8673141,flexible,t,t,100%,6/22/14
14076821,flexible,t,f,0%,3/1/12
3774989,moderate,t,t,88%,6/30/14
20285620,strict,t,t,100%,1/14/13
5651414,moderate,t,t,100%,4/8/11
17420241,strict,t,t,100%,4/20/15
7842597,moderate,t,t,92%,10/7/15
15663513,moderate,t,t,97%,1/14/15
1213582,strict,t,t,100%,5/17/14
648093,strict,t,t,100%,4/2/12
11613141,flexible,t,t,0%,1/19/14
4051829,strict,t,t,0%,5/28/12
7822792,flexible,t,t,0%,7/14/14
15255864,strict,t,f,100%,4/15/14
19702232,strict,t,f,100%,4/21/16
5213238,moderate,f,f,0%,5/13/14
20638452,strict,t,t,0%,10/24/13
7020322,flexible,t,f,86%,3/18/14
5965216,strict,t,f,92%,6/12/15
13559403,strict,t,t,100%,5/23/16
20729133,strict,t,t,100%,3/20/16
3614680,moderate,t,t,100%,5/9/15
12371565,moderate,t,f,100%,10/20/14
13884263,flexible,t,f,100%,2/26/14
17718974,strict,t,t,90%,10/4/16
15643873,flexible,f,f,0%,6/29/14
12492608,flexible,t,t,0%,2/27/16
1403827,moderate,t,t,90%,11/19/13
12917279,strict,t,t,100%,12/5/11
17734426,strict,t,f,100%,8/4/11
16148374,moderate,t,t,100%,11/30/16
5736059,strict,t,f,40%,11/5/12
212783,flexible,t,f,100%,7/18/12
7807992,moderate,t,f,100%,7/31/16
8089051,moderate,t,f,33%,1/7/15
16614389,flexible,t,f,79%,5/3/16
17080726,strict,t,t,100%,1/6/15
14869306,strict,t,t,100%,3/23/13
13615386,moderate,t,t,0%,10/20/14
1994574,strict,t,t,100%,11/3/12
15177338,strict,t,t,90%,7/11/14
18258027,strict,t,t,90%,1/29/13
7657879,strict,t,f,100%,10/29/15
5327035,strict,t,t,95%,7/22/09
16028490,strict,t,t,80%,8/17/15
4144519,moderate,t,f,100%,2/26/16
322593,moderate,t,t,100%,1/21/16
9549424,flexible,t,t,0%,4/29/13
14056226,flexible,t,t,0%,3/14/14
5402480,flexible,t,f,100%,5/25/15
8729945,moderate,t,t,100%,9/27/15
6428913,strict,t,f,100%,5/30/17
2715269,strict,t,t,100%,6/11/14
17406430,moderate,t,t,95%,11/7/16
12470877,flexible,t,t,0%,5/18/15
20267865,strict,t,t,95%,7/22/09
13479810,moderate,t,t,100%,4/10/16
6063934,flexible,t,t,100%,4/29/14
9451597,strict,t,t,0%,1/7/12
11771598,moderate,t,f,100%,8/10/16
13532311,flexible,t,f,0%,11/18/13
17879764,flexible,t,f,0%,6/28/15
4610675,strict,t,t,100%,1/18/14
8258324,flexible,t,t,0%,11/17/14
18411753,flexible,t,f,0%,1/3/17
15782924,moderate,t,t,0%,5/5/15
16288205,flexible,t,t,0%,11/24/14
11207179,strict,t,t,100%,11/17/13
9882012,strict,t,t,100%,5/9/14
17030885,strict,t,t,53%,11/30/11
4301222,moderate,t,t,0%,10/26/14
15941087,moderate,t,t,33%,7/5/16
5195252,strict,t,f,100%,8/15/17
16587707,strict,t,t,100%,1/11/10
14088715,flexible,t,t,100%,1/21/14
14795734,strict,t,t,100%,9/21/15
8583834,moderate,t,f,100%,7/31/16
6729380,strict,t,t,100%,7/1/10
9466504,flexible,t,f,0%,6/1/15
5749798,strict,t,t,0%,6/24/15
8115938,moderate,t,t,75%,9/29/14
1256768,moderate,t,f,100%,8/30/17
7389769,flexible,t,t,0%,2/2/12
13280390,flexible,t,f,0%,4/19/16
9332926,strict,t,f,0%,4/18/12
17478889,strict,t,f,100%,5/22/17
5846018,strict,t,f,100%,4/14/17
16302192,moderate,t,t,0%,5/2/14
10920346,flexible,t,t,0%,1/25/14
4782243,strict,t,t,100%,2/14/14
16134745,strict,t,t,100%,1/12/14
13184001,strict,t,t,100%,6/10/16
965917,strict,t,t,100%,11/14/12
9319688,moderate,t,f,0%,12/13/15
14075859,flexible,t,f,100%,1/29/16
19619512,strict,t,f,100%,2/21/17
5931952,strict,t,t,90%,2/26/15
9233338,flexible,t,f,0%,5/17/17
6089007,flexible,t,t,100%,5/11/16
18580921,moderate,t,t,0%,2/23/12
15361068,moderate,t,t,0%,2/18/14
10321776,flexible,t,f,100%,6/30/15
16396169,strict,t,t,0%,5/15/14
14198342,strict,t,t,100%,2/5/13
7871076,flexible,t,t,100%,3/12/13
13695852,moderate,t,f,100%,6/5/14
14725758,strict,t,t,100%,11/21/12
12274905,strict,t,t,100%,5/15/14
8302890,flexible,t,t,100%,7/21/14
7052061,flexible,t,f,0%,2/11/16
14294502,flexible,t,f,0%,5/10/15
18770418,flexible,t,f,0%,11/22/15
19198552,strict,t,f,0%,1/26/16
6447231,strict,t,t,100%,8/22/11
7280679,strict,t,t,90%,10/19/11
9610704,moderate,t,t,100%,3/19/14
17236477,flexible,t,f,0%,7/19/15
15564777,moderate,t,f,70%,6/24/17
3221082,moderate,t,t,99%,8/19/13
6327222,moderate,t,t,100%,11/26/13
11203030,strict,t,t,58%,3/20/13
15855624,strict,t,f,100%,7/25/16
4364789,moderate,t,t,100%,1/7/14
16283994,strict,t,t,81%,11/18/09
4581364,strict,t,t,95%,12/10/14
14345834,moderate,t,t,100%,9/5/14
1015336,moderate,t,t,0%,11/27/11
17589714,moderate,t,t,100%,2/27/17
14787084,flexible,t,f,0%,12/18/14
15664359,moderate,t,f,100%,12/23/15
10042246,moderate,t,f,100%,7/29/17
18240506,flexible,t,t,100%,11/13/14
456296,strict,t,t,90%,12/21/13
2314930,flexible,t,f,100%,5/23/17
10122089,strict,t,t,100%,9/11/15
4597234,moderate,t,t,0%,12/29/14
8868841,strict,t,t,100%,2/15/12
19251668,flexible,t,f,0%,10/12/15
511733,strict,t,t,100%,3/14/16
1093570,moderate,t,t,0%,4/2/14
2301724,flexible,t,t,100%,7/29/16
11824444,flexible,t,t,0%,6/24/15
9886735,strict,t,t,100%,8/30/15
16606957,flexible,t,f,100%,1/30/17
8035109,flexible,f,f,0%,7/10/16
20468805,flexible,t,f,0%,8/19/15
19467086,flexible,t,t,0%,4/10/14
4811433,flexible,t,f,0%,7/5/16
14576717,strict,t,t,100%,2/26/14
16176333,moderate,t,f,0%,7/21/15
8051268,strict,t,f,100%,12/19/16
14359772,strict,t,t,100%,9/2/12
14406256,moderate,t,f,0%,5/25/16
1936397,strict,t,t,0%,6/2/13
1970017,flexible,t,t,100%,6/10/13
9740255,moderate,t,t,100%,4/23/13
10269737,strict,t,t,100%,1/14/14
16711973,strict,t,t,75%,3/29/17
4482916,strict,t,f,0%,3/29/17
15484080,moderate,t,f,100%,5/4/12
12848884,flexible,t,f,100%,8/8/16
1891874,flexible,t,t,100%,9/5/11
18670860,moderate,t,t,100%,3/5/15
3897670,strict,t,f,100%,8/19/13
13996084,strict,t,t,0%,5/26/13
238085,moderate,t,t,0%,7/10/14
16454703,strict,t,t,100%,6/2/14
4653508,strict,t,t,100%,8/13/12
14918202,moderate,t,t,100%,3/4/13
1011449,strict,t,f,0%,4/19/15
8368928,flexible,t,t,100%,7/11/13
69894,moderate,t,t,100%,5/2/14
5446539,flexible,t,f,0%,4/2/15
18276063,strict,t,t,0%,5/31/15
6224336,moderate,t,f,100%,9/5/15
20073592,flexible,t,f,0%,7/15/14
19695447,strict,t,f,92%,7/12/16
21056101,strict,t,f,75%,6/9/14
163814,moderate,t,f,0%,5/15/14
15342819,moderate,t,t,0%,2/6/13
7390058,moderate,t,t,0%,3/9/13
7932428,strict,t,t,100%,8/24/13
16586966,moderate,t,t,100%,3/18/14
16705163,strict,t,t,100%,12/1/09
11733833,flexible,t,t,0%,11/11/15
13326584,flexible,t,t,100%,2/4/14
19974905,flexible,t,t,100%,1/28/14
9684617,strict,t,t,100%,6/2/15
6064632,strict,f,f,40%,11/9/16
8992704,flexible,t,t,0%,11/21/13
6870822,flexible,t,f,100%,11/20/16
6909460,strict,t,f,0%,1/9/14
8133279,flexible,t,t,0%,11/18/11
13504747,flexible,t,t,0%,5/27/13
18550040,flexible,t,t,0%,4/26/14
8720488,flexible,t,f,100%,9/10/17
12628500,strict,t,f,94%,10/22/15
13394184,flexible,t,t,0%,2/14/14
11143886,flexible,t,t,0%,7/14/15
939724,moderate,t,f,100%,12/7/15
6104431,strict,t,t,100%,3/18/16
151356,strict,t,f,0%,9/20/17
4279323,strict,t,f,100%,5/13/15
9114535,strict,t,t,100%,11/15/14
14196523,strict,t,t,100%,10/16/15
20969349,strict,t,t,98%,3/30/15
515392,moderate,t,t,100%,1/3/15
14670958,moderate,t,t,0%,12/7/12
8559800,flexible,t,t,100%,5/24/15
725462,flexible,t,f,0%,4/22/17
5697857,flexible,t,t,33%,11/17/14
21021696,flexible,t,t,100%,11/22/10
14637667,strict,t,f,100%,4/28/15
130565,flexible,t,f,0%,10/8/16
11985542,moderate,t,t,100%,9/11/12
7329091,flexible,t,t,100%,7/24/15
20889423,flexible,t,f,50%,8/3/15
19983936,flexible,t,f,0%,1/25/16
258284,flexible,t,t,50%,6/18/13
9351123,strict,t,t,100%,11/16/12
18394510,moderate,t,f,100%,10/20/15
15875149,moderate,t,t,100%,5/28/10
15787259,flexible,t,f,0%,1/27/17
2471952,moderate,t,t,100%,6/4/17
18043036,strict,t,t,0%,6/17/12
19346643,strict,t,f,100%,9/10/16
1914591,strict,t,t,95%,11/15/16
17371769,flexible,t,f,100%,3/26/14
19439509,strict,t,t,90%,4/30/13
16261506,strict,t,t,100%,6/18/14
20740651,flexible,t,t,0%,11/12/13
13828404,flexible,t,t,0%,5/19/14
1077521,strict,t,t,100%,2/2/13
491168,flexible,t,f,0%,4/20/16
607913,moderate,t,t,100%,12/12/12
14854053,strict,t,t,100%,6/1/15
8664615,flexible,t,f,100%,10/2/14
6412848,strict,t,t,0%,8/5/10
12431352,moderate,t,f,90%,9/2/15
8504666,strict,t,f,70%,5/20/15
9684188,flexible,t,t,0%,5/5/14
12468659,strict,t,f,94%,10/22/15
725270,moderate,t,t,100%,7/19/14
956258,strict,t,t,100%,7/15/16
4710084,strict,t,t,100%,2/9/16
11861063,flexible,t,t,0%,12/3/15
6188014,flexible,t,t,33%,9/15/14
20270476,strict,t,t,100%,8/15/14
13282284,moderate,t,t,0%,1/23/16
13862985,flexible,t,t,0%,4/17/13
17572926,flexible,t,t,0%,11/5/13
19010699,moderate,t,t,100%,9/9/15
2904330,strict,t,t,100%,4/23/14
18159506,strict,t,t,100%,12/3/15
13971185,moderate,t,t,100%,3/25/15
895309,flexible,t,f,0%,11/22/15
16136972,moderate,t,f,70%,5/29/17
6785017,flexible,t,t,100%,9/17/13
2102542,moderate,t,t,0%,5/10/11
17982264,flexible,t,f,100%,12/30/14
15452525,strict,t,t,0%,11/9/11
3456510,strict,t,f,0%,4/8/17
20454892,flexible,t,f,75%,7/27/17
18913001,strict,t,t,100%,7/12/13
16116059,strict,t,t,100%,10/2/12
4982969,strict,t,t,100%,6/6/15
12902372,strict,t,t,0%,10/19/13
9477550,moderate,t,t,100%,8/17/12
14182668,moderate,t,t,0%,11/16/13
252867,strict,t,f,90%,1/1/16
10341932,strict,t,t,100%,3/30/14
4103146,moderate,t,t,0%,5/12/14
6789459,flexible,t,t,94%,7/2/14
5213291,strict,null,null,0%,null
6689909,moderate,t,t,100%,11/10/11
9900120,strict,t,f,0%,7/8/13
16352458,moderate,t,f,100%,9/9/17
12342297,strict,t,t,100%,1/14/15
18332024,moderate,t,f,100%,6/8/11
7247646,moderate,t,t,0%,3/15/14
16174440,strict,t,t,100%,5/21/11
18448355,flexible,t,f,0%,12/31/16
9577447,strict,t,t,100%,9/11/15
20687964,moderate,t,f,100%,11/30/14
18615202,strict,t,t,0%,7/23/15
5078828,moderate,t,t,100%,12/14/15
21122731,flexible,t,f,0%,10/12/15
3085133,flexible,t,f,100%,11/24/15
629514,strict,t,f,97%,4/4/16
4783809,strict,t,f,100%,2/12/15
821625,flexible,t,f,0%,12/15/15
2627737,strict,t,t,100%,1/24/16
16230857,strict,t,t,100%,6/3/16
1305989,moderate,t,t,0%,11/30/14
17432058,strict,t,f,100%,2/27/17
15806018,strict,t,t,100%,7/5/15
20480443,flexible,t,t,100%,11/21/14
6128992,strict,t,t,100%,1/19/15
12156285,flexible,t,t,0%,10/2/12
13392844,moderate,t,t,100%,8/13/12
4786580,moderate,t,t,100%,4/8/14
12762438,strict,t,t,100%,2/4/16
20994013,strict,t,f,100%,4/25/17
7620763,moderate,t,t,0%,9/13/15
6325652,strict,t,f,100%,12/2/15
18349074,strict,t,t,100%,4/20/15
18629649,strict,t,t,100%,6/30/15
8556888,strict,t,t,100%,12/23/15
16912166,flexible,t,f,0%,12/9/16
446367,flexible,t,t,0%,3/19/14
3355334,flexible,t,t,100%,4/13/15
7917169,moderate,t,t,100%,2/8/12
1177395,flexible,t,t,100%,9/8/13
19769328,strict,t,t,100%,4/5/17
1860971,moderate,t,t,100%,10/24/12
